	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	7	3	4	3	random	4	1	2	1	2	118
1	7	1	3	2	random	4	2	4	1	3	118
2	7	2	4	2	random	4	3	1	3	1	118
3	7	2	4	3	random	2	1	3	1	4	118
4	1	1	2	1	C	3	3	4	4	2	118
5	7	1	4	3	random	2	2	3	1	4	118
6	7	3	2	4	random	3	1	4	2	1	118
7	7	1	2	4	random	3	4	3	2	1	118
8	1	2	2	4	B	4	1	3	1	3	118
9	7	2	1	2	random	3	3	4	1	4	118
10	7	3	4	1	random	4	1	2	2	3	118
11	7	2	3	1	random	3	4	1	4	2	118
12	7	4	2	3	random	4	1	3	2	1	118
13	7	2	3	1	random	3	4	1	4	2	118
14	1	3	3	2	A	2	4	1	4	1	118
